title,author,description,genres,rating,numRatings
Your Planet or Mine?,Susan Grant (Goodreads Author),"NOTE: Previously published as Your Planet Or Mine?To save Earth, she needed a GUARDIAN ALIENJana has one goal: steer clear of scandal while outrageously false accusations pile up against her famous political family. But when her childhood “imaginary friend” Cavin shows up—all grown up—dressed in armor and warning of an imminent alien invasion, she has no choice but to take him to her leader.Cavin has never forgotten the girl he met during his visit to Earth, the girl who didn't believe he was real. And now, as a decorated space marine, he'll risk his future to save her. That means staying one step ahead of government agents, Jana’s suspicious grandpa, and the galaxy's most feared assassin—all while keeping her political reputation squeaky clean. If everything goes as planned, they’ll save the world—and he’ll also capture his favorite Earthling’s heart.The Borderlands Series:Book #1 WARLEADERBook #2 HUNTING THE WARLORD'S DAUGHTERBook #3 RAIDER BORNThree Borderlands prequels: (The Otherworldly Men Series):Book #1 GUARDIAN ALIENBook #2 ROYAL RECRUITBook #3 CYBORG AND THE SINGLE MOM","['Romance', 'Science Fiction', 'Aliens', 'Science Fiction Romance', 'Paranormal', 'Fantasy', 'Fiction', 'Humor', 'Paranormal Romance', 'Futuristic']",3.67,702
Devil's Bride,Stephanie Laurens (Goodreads Author),"Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 When Devil, the most infamous member of the Cynster family, is caught in a compromising position with plucky governess Honoria Wetherby, he astonishes the entire town by offering his hand in marriage. No one dreamed this scandalous rake would ever take a bride. And as society mamas swooned at the loss of England′s most eligible bachelor, Devil′s infamous Cynster cousins began to place wagers on the wedding date.But Honoria wasn′t about to bend society′s demands and marry a man ""just"" because they′d been found together virtually unchaperoned. No, she craved adventure, and while solving the murder of a young Cynster cousin fit the bill for a while, she decided that once the crime was solved she′d go off to see the world. But the scalding heat of her unsated desire for Devil soon had Honoria craving a very different sort of excitement. Could her passion for Devil cause her to embrace the enchanting peril of a lifelong adventure of the heart?","['Historical Romance', 'Romance', 'Historical', 'Regency', 'Historical Fiction', 'Regency Romance', 'Fiction', 'Adult', 'Mystery', 'British Literature']",4.09,18167
Killer,J.L. Beck (Goodreads Author),"Best Selling Author J.L. Beck brings you a dark, and compelling story that leaves you hanging off the edge of your seat from the very first page. ""Her eyes grew wide, full of shock and fear. I could practically see the lie forming in her mind. I wanted to smile, but instead, I wrapped my hand around her throat."" In her eyes, he would always be the same… Twenty-four-year-old Maggie Jacobs had lived a life of heartache and pain. After losing the one and only man she ever loved to incurable cancer, she went on to take a job working for PGI Corporation in hopes she could find a cure in honor of him one day. Little did she know her very working there could be the difference between life and death. Killer was just that—a killer. He lived for the moments when he could break bones and bring other’s nightmares to life. After all, isn't that what they wanted from him? Genetically altered by the government, stripped of all his own memories, Killer heads down a dark and dangerous road. Memories evade his mind, but nothing sticks out quite like the girl in his dreams. With her dark brown hair and eyes, she’s a danger to his heart, but a victim to his rage. He knows she has the answers to his past. If he gets his hands on her, she will never be seen again. Secrets, lies, and the sweetest of betrayals encompass them. Can Killer find his way through the rage and back to Maggie or is it too late? Can someone who is hell bent on being broken truly be saved?","['Dark', 'Romance', 'Adult', 'Abuse', 'Science Fiction', 'Contemporary', 'Paranormal', 'Fantasy', 'Suspense', 'Fighters']",4.02,634
The Wednesday Wars,Gary D. Schmidt,"In this Newbery Honor-winning novel, Gary D. Schmidt offers an unforgettable antihero. The Wednesday Wars is a wonderfully witty and compelling story about a teenage boy’s mishaps and adventures over the course of the 1967–68 school year in Long Island, New York. Meet Holling Hoodhood, a seventh-grader at Camillo Junior High, who must spend Wednesday afternoons with his teacher, Mrs. Baker, while the rest of the class has religious instruction. Mrs. Baker doesn’t like Holling—he’s sure of it. Why else would she make him read the plays of William Shakespeare outside class? But everyone has bigger things to worry about, like Vietnam. His father wants Holling and his sister to be on their best behavior: the success of his business depends on it. But how can Holling stay out of trouble when he has so much to contend with? A bully demanding cream puffs; angry rats; and a baseball hero signing autographs the very same night Holling has to appear in a play in yellow tights! As fate sneaks up on him again and again, Holling finds Motivation—the Big M—in the most unexpected places and musters up the courage to embrace his destiny, in spite of himself.","['Historical Fiction', 'Young Adult', 'Fiction', 'Middle Grade', 'Realistic Fiction', 'Historical', 'Childrens', 'Coming Of Age', 'Humor', 'Audiobook']",4.09,36066
Rules of Prey,John Sandford,"The ""maddog"" murderer who is terrorizing the Twin Cities is two things: insane and extremely intelligent. He kills for the pleasure of it and thoroughly enjoys placing elaborate obstacles to keep police befuddled. Each clever move he makes is another point of pride. But when the brilliant Lieutenant Lucas Davenport--a dedicated cop and a serial killer's worst nightmare--is brought in to take up the investigation, the maddog suddenly has an adversary worthy of his genius.","['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective', 'Audiobook', 'Murder Mystery', 'Adult']",4.11,75282
The Accursed,Joyce Carol Oates,"This eerie tale of psychological horror sees the real inhabitants of turn-of-the-century Princeton fall under the influence of a supernatural power. New Jersey, 1905: soon-to-be commander-in-chief Woodrow Wilson is president of Princeton University. On a nearby farm, Socialist author Upton Sinclair, enjoying the success of his novel 'The Jungle', has taken up residence with his family. This is a quiet, bookish community - elite, intellectual and indisputably privileged. But when a savage lynching in a nearby town is hushed up, a horrifying chain of events is initiated - until it becomes apparent that the families of Princeton have been beset by a powerful curse. The Devil has come to this little town and not a soul will be spared. 'The Accursed' marks new territory for the masterful Joyce Carol Oates - narrated with her unmistakable psychological insight, it combines beautifully transporting historical detail with chilling fantastical elements to stunning effect.","['Fiction', 'Historical Fiction', 'Horror', 'Gothic', 'Fantasy', 'Historical', 'Literary Fiction', 'Literature', 'Supernatural', 'Audiobook']",3.2,5569
Mexican Eskimo Book 1: Exmikan,Anker Frankoni (Goodreads Author),"ABOUT THE BOOK: ""Mexican Eskimo"" is a story for grown-ups: a love story about finding trust and hope amidst generations of anger and neglect, suicide and substance abuse.A faithful documentation of a most unlikely existence, ""Mexican Eskimo"" is an intricate layer-cake of actual and imagined pieces of dimly remembered facts, generously frosted with sweet, sticky gobs of gospel-truth fantasies.The story is peppered with international flavor, vibrant characters, multi-cultural themes, and lush settings. It is rife with magical realism, and also features a large cast of young protagonists struggling with identity conflicts and independence, described in a range of historical periods from the 1850's, 1930's, the present day, and even in worlds that existed so long before now that time itself had not yet started to be counted in years.",[],3.77,43
Caracol Beach,Eliseo Alberto,"Es un sábado del mes de junio, y Beto Milanés, emigrante de origen cubano, sale a buscar a alguien que lo mate.Al frente de la comisaría está un sargento calvo y obeso, que ha decidido pedirle perdón a su único hijo, Mandy, un travestí que vive con un modista armenio.El fantasma de una pianista vuela de un lado a otro, como una mariposa nocturna, tratando de salvar a su hija. Un oscuro profesor de literatura se pasa la noche en un bar, conversando con la mujer más linda del mundo. Los orishas africanos descienden del Olimpo y acuden a la cita son sus tambores. Tres muchachos han ido por cerveza a un supermercado, para seguir la fiesta, y se cruzan en la autopista con el cubano que quiere una tumba. Ha estado lloviendo, hay luna, alguien ha descerebrado a un perro contra un muro.","['Spanish Literature', 'Fiction', 'Novels', 'Africa']",3.75,330
The Last Midnight,Gary Wenkle Smith,"Can the truth be proven with lies? Troubled by the senseless death of his wife, Patrick Moynihan, a highly respected attorney, throws himself into his work as he attempts to put behind him the nightmares that plague his soul. A provocative diversion arises when he takes on the defense of a high-profile murder case. His best friend and investigator, Tommy Krumholtz, joins Patrick at his side once again. They soon discover that their worst adversary may be the wealthy and powerful father of their client. The case draws media attention over the discovery of compelling new evidence against their client, as well as the exposure of the corruption of key figures within the justice system. A cast of unique and unusual characters fills the story, leading to a trial with unanticipated twists, ultimately revealing the power of an underworld that may be the only real seat of judgment.",[],4.45,11
Mike Mulligan and His Steam Shovel,Virginia Lee Burton,"A modern classic that no child should miss. Since it was first published in 1939, Mike Mulligan and His Steam Shovel has delighted generations of children. Mike and his trusty steam shovel, Mary Anne, dig deep canals for boats to travel through, cut mountain passes for trains, and hollow out cellars for city skyscrapers -- the very symbol of industrial America. But with progress come new machines, and soon the inseparable duo are out of work. Mike believes that Mary Anne can dig as much in a day as one hundred men can dig in a week, and the two have one last chance to prove it and save Mary Anne from the scrap heap. What happens next in the small town of Popperville is a testament to their friendship, and to old-fashioned hard work and ingenuity.","['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Juvenile', 'Kids', 'Transport', 'Historical Fiction', 'Fantasy', 'Young Adult']",4.2,50355
